id	domain	intent	src_utt	translated-tgt_utt
14238	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching raptors logo with bing wider 800	chcę obrazów pasujących do logo raptors w bing wider 800
14239	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching minecraft houses with bing larger 800	chcę obrazki które pasuje do domów minecraft z bing większym 800
14240	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching yolo with bing taller 800	chcę obrazki pasujące do yolo w bing taller 800
14241	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching blood moon with bing smaller 800	chcę zdjęcia pasujące do księżyca krwi z bing mniej niż 800
14242	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching google logo history with google wider 800	chcę obrazki pasujące do historii logo google wider 800
14243	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching biceps femoris with google larger 800	chcę zdjęcia pasujące do biceps femoris z google larger 800
14244	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching 2020 images with google smaller 800	chcę obrazki pasujące do obrazków z google smaller 800
14245	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching happy easter images with duckduckgo wider 800	chcę zdjęcia pasujące do wielkanocnych zdjęć na duckduckgo wider 800
14246	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching family quotes with duckduckgo larger 800	chcę zdjęcia pasujące do cytatów rodzinnych z duckduckgo larger 800
14247	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching wolvarine animals with the conctutole reight hundred	chcę zdjęcia pasujące do wolvarynowych zwierząt z podłącznikiem osiemset
14248	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching my little pony with duckduckgo smaller 800	chcę zdjęcia pasujące do mojego małego pony na duckduckgo mniej niż 800
14249	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want taria star kimages on bing wider eight hundred	chcę taria star kimages na bing wider osiemset
14250	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want arya stark images on bing wider 800	chcę arya stark obrazki w bing wider 800
14251	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want atack on titan images on bing larger 800	chcę zaatakować obrazki tytana na bing larger 800
14252	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want instagram profile images images on bing taller 800	chcę zdjęcia z profilu instagramowego na bing taller 800
14253	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want pepe meme images on bing smaller 800	chcę obrazki pepe meme na bing mniej niż 800
14254	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want slope intercept form images on google larger 800	chcę przełączyć obrazki na google larger 800
14255	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want vsco wallpapers images on google taller 800	chcę zdjęcia z wallpapersów vsco na google taller 800
14256	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want pomsky images on google smaller 800	chcę obrazki pomsky na google mniej niż 800
14257	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want cursed images images on duckduckgo wider 800	chcę obliczyć obrazki na duckduckgo wider 800
14258	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want steven universe images on duckduckgo larger 800	chcę zrobić obrazki wszechświata na duckduckgo larger 800
14259	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want instagram quotes images on duckduckgo smaller 800	chcę cytować zdjęcia na duckduckgo smaller 800
14260	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want minecraft castle images using bing wider 800	chcę obrazki minecraft castle przy użyciu bing wider 800
14261	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want 50 most popular women images using bing larger 800	chcę 50 najpopularniejszych obrazów kobiet używających bing larger 800
14262	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want dog images using bing taller 800	chcę zdjęcia psów w bing taller 800
14263	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want aesthetic wallpaper images using google wider 800	chcę obrazki z tapetami używając google wider 800
14264	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want twenty one pilots images using google larger 800	chcę mieć dwadzieścia jeden pilotów przy użyciu google larger 800
14265	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want quotes tumblr images using google smaller 800	chcę cytować obrazki tumblr przy użyciu google smaller 800
14266	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want nike elite socks images using duckduckgo larger 800	chcę zdjęcia z nike elite na duckduckgo larger 800
14267	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want orion nebula images using duckduckgo taller 800	chcę obrazki orion nebula przy użyciu duckduckgo taller 800
14268	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want mac miller images using duckduckgo smaller 800	chcę mieć obrazki mac miller przy użyciu duckduckgo smaller 800
14269	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want slender man images with bing wider 800	chcę slender man images z bing wider 800
14270	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want quadratic formula images with bing larger 800	chcę obrazki kwadratowe z bing larger 800
14271	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want holi images images with bing smaller 800	chcę holi obrazki z bing mniej niż 800
14272	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want minecraft images with google wider 800	chcę zdjęcia z minecraft z google wider 800
14273	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want happy new year 2020 image images with google larger 800	chcę mieć szczęśliwego nowego roku 2020 zdjęcia z google większych 800
14274	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want cam newton images with google taller 800	chcę cam newton z google taller 800
14275	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want game of thrones map images with google smaller 800	chcę grać na mapie tronów z google smaller 800
14276	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want albino animals images with duckduckgo wider 800	chcę albino zdjęcia zwierząt z duckduckgo wider 800
14277	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want grumpy cat images with duckduckgo smaller 800	chcę zgrywać obrazki kotów z duckduckgo mniej niż 800
14278	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching scotus on bing wider 800	chcę obrazki pasujące do scotus w bing wider 800
14279	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching bisoprolol on bing larger 800	chcę obrazki pasujące do bisoprolola w bing larger 800
14280	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching gateway on bing smaller 800	chcę obrazów pasujących do bramy bing smaller 800
14281	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching technical documentation on google wider 800	chcę obrazów pasujących do dokumentacji technicznej w google wider 800
14282	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching general elections on google taller 800	chcę zdjęcia pasujące do wyborów ogólnych w google taller 800
14283	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching loveislove on google smaller 800	chcę zdjęcia które pasuje do loveislove na google smaller 800
14284	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching microsoft surfaces on duckduckgo wider 800	chcę obrazki pasujące do surfaces microsoft na duckduckgo wider 800
14285	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching 3d modeling on duckduckgo larger 800	chcę obrazów pasujących do modelowania 3d na duckduckgo larger 800
14286	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching inflight vr on duckduckgo taller 800	chcę zdjęcia pasujące do pliku inflight vr na duckduckgo taller 800
14287	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching rhode island on duckduckgo smaller 800	chcę zdjęcia pasujące do wyspy rhode na duckduckgo mniej niż 800
14288	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching breath of the wild using google wider 800	chcę zdjęcia pasujące do dźwięku dźwięku przy użyciu google wider 800
14289	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching industrial security using google larger 800	chcę obrazów pasujących do ochrony przemysłowej przy użyciu google larger 800
14290	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching acer aspire using google taller 800	chcę zdjęcia pasujące do aspire przy użyciu google taller 800
14291	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching ban on smoking using google smaller 800	chcę zdjęcia które pasuje do zakazu palenia przy użyciu google smaller 800
14292	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching google hang-out using duckduckgo larger 800	chcę zdjęcia pasujące do google hang-out przy użyciu duckduckgo larger 800
14293	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching samsung galaxy s5 using duckduckgo taller 800	chcę obrazki pasujące do samsunga galaxy s5 za pomocą duckduckgo taller 800
14294	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching iphone 6 using duckduckgo smaller 800	chcę obrazki pasujące do iphone 6 przy użyciu duckduckgo smaller 800
14295	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching mike trout with bing larger 800	chcę zdjęcia pasujące do mike trout z bing larger 800
14296	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching adele weight loss with bing taller 800	chcę zdjęcia które pasuje do adele weight loss z bing taller 800
14297	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching atari breakout with bing smaller 800	chcę obrazów pasujących do breakout atari z bing mniej niż 800
14298	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching nintendo switch with google larger 800	chcę obrazów pasujących do przełącznika nintendo z google larger 800
14299	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching wallpaper free fire with google taller 800	chcę zdjęcia które pasuje do tapet bez ognia z google taller 800
14300	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching earl sweatshirt with google smaller 800	chcę zdjęcia które pasuje do włóczni włosowej z google smaller 800
14301	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching trippy drawings with duckduckgo wider 800	chcę obrazki pasujące do rysunków trippy na duckduckgo wider 800
14302	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching 2020 quotes with duckduckgo larger 800	chcę zdjęcia pasujące do cytatów z duckduckgo larger 800
14303	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want 50 shades of grey images on bing taller 800	chcę 50 odcień zielonych obrazków na bing taller 800
14304	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want cute drawings images on bing smaller 800	chcę słodkie rysunki ze zdjęciami bing mniej niż 800
14305	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want running meme images on google wider 800	chcę uruchomić obrazy meme w google wider 800
14306	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want pizza hut menu images on google larger 800	chcę zdjęcia z menu pizza hut na google larger 800
14307	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want munchkin cat images on google taller 800	chcę obrazki kotów munchkin na google taller 800
14308	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want joker wallpaper images on google smaller 800	chcę mieć obrazki z tapetami jokera na google mniej niż 800
