id	domain	intent	src_utt	translated-tgt_utt	eval_text_translation
8002	Instagram	TakePicture	make a selfie using insta	utwórz selfie na insta	1
7982	Instagram	TakePicture	take a picture with instagram	zrób fotkę na instagrama	1
8023	Instagram	TakePicture	send a selfie with insta app	wyślij selfie na insta	1
8036	Instagram	TakePicture	create a selfie with insta application	stwórz selfie na insta	0
8035	Instagram	TakePicture	create a selfie with insta	stwórz selfie na insta	1
8006	Instagram	TakePicture	make a selfie with insta	utwórz selfie na insta	1
12811	Translate	TranslateText	how do you translate i'm not interested	jak tłumacz mnie nie interesuje	0
12783	Translate	TranslateText	translate take me there please	tłumacz zabierz mnie tam proszę	0
12786	Translate	TranslateText	show me translation of i lost my bag	pokaż mi tłumaczenie tego że zgubiłem śpiwór	1
12802	Translate	TranslateText	how do i translate can you suggest another hotel	jak mam tłumaczyć czy możesz polecić inny hotel	0
12812	Translate	TranslateText	how do you translate cheese	jak tłumaczyć serem	0
12787	Translate	TranslateText	show me translation of ok i'll take it	pokaż mi tłumaczenie słowa ok	0
12794	Translate	TranslateText	do translation of i've been injured	zrób tłumaczenie tego że byłem ranny	1
12792	Translate	TranslateText	do translation of that's too expensive	zrób tłumaczenie tego za drogie	0
12793	Translate	TranslateText	do translation of red	zrób tłumaczenie z czerwonego	0
12796	Translate	TranslateText	make a translation of i need toothpaste	zrób tłumaczenie słowa potrzebuję pastu do zębów	0
12588	Translate	TranslateTextFromLanguage	give me translation of italian sentence accettate sterline inglesi	podaj mi tłumaczenie słowa włoski akceptuj sterline angesi	0
12590	Translate	TranslateTextFromLanguage	give me translation of où sont les toilettes from french	podaj mi tłumaczenie kde sont les toaletettes z francuskiego	0
12575	Translate	TranslateTextFromLanguage	give me translation of spanish sentence policía	podaj mi tłumaczenie słowa hiszpańska policja	0
12647	Translate	TranslateTextFromLanguage	make a translation of polish sentence linia lotnicza	zrób tłumaczenie polskiego słowa linia lotnicza	0
12663	Translate	TranslateTextFromLanguage	make a translation of mise cusi from italian	zrób tłumaczenie słowa mise cusi z włoski	0
12511	Translate	TranslateTextFromLanguage	translate rosa from german	tłumacz rosa z niemiecka	0
12509	Translate	TranslateTextFromLanguage	translate kann ich jetzt einfach eine strafe zahlen from german	tłumaczenie czy mogę teraz po prostu stracić zahlen z niemiecka	0
12599	Translate	TranslateTextFromLanguage	give me translation of german sentence nachmittag	podaj mi tłumaczenie niemieckiego zdania nachmittag	1
12558	Translate	TranslateTextFromLanguage	show me translation of french sentence un aller-retour	pokaż mi tłumaczenie francuskiego zdania un aller-retour	1
12565	Translate	TranslateTextFromLanguage	show me translation of german sentence danke schön	pokaż mi tłumaczenie niemieckiego zdania danke schön	1
12274	Translate	TranslateTextFromLanguageToLanguage	make a translation of halt ein dieb from german to polish	zrób tłumaczenie haltu ein dieb z niemieckiego na polski	0
12069	Translate	TranslateTextFromLanguageToLanguage	do translation of juni to english from german	zrób tłumaczenie czerwca z angielskiego na niemiecki	0
12007	Translate	TranslateTextFromLanguageToLanguage	give me translation of woda to french from polish	podaj mi tłumaczenie wody z języka francuskiego na polski	0
12314	Translate	TranslateTextFromLanguageToLanguage	make a translation of metro from spanish to french	zrób tłumaczenie metra z hiszpańskiego na francuski	0
12060	Translate	TranslateTextFromLanguageToLanguage	do translation of nächste woche from german to spanish	zrób tłumaczenie następnej woche z niemieckiego na hiszpański	0
11815	Translate	TranslateTextFromLanguageToLanguage	show me translation of de la morue to english from french	pokaż mi tłumaczenie de la morue na angielski z francuskiego	0
12376	Translate	TranslateTextFromLanguageToLanguage	make a translation of enchanté from french to english	zrób tłumaczenie enchanté z francuskiego na angielski	0
12227	Translate	TranslateTextFromLanguageToLanguage	do translation of zgubiłem torbę to spanish from polish	wykonaj tłumaczenie zgubiłem torbę z hiszpańskiego na polski	0
11445	Translate	TranslateTextFromLanguageToLanguage	translate barato from spanish to italian	tłumacz barato z hiszpańskiego na włoski	0
12108	Translate	TranslateTextFromLanguageToLanguage	do translation of primavera to english from spanish	zrób tłumaczenie wiosny na angielski z hiszpańskiego	0
10597	Translate	TranslateTextFromLanguageToLanguageWithEngine	show me translation of i'm sick from english to italian with deepl	pokaż mi tłumaczenie słowa jestem chory z angielskiego na włoski z głową	0
10744	Translate	TranslateTextFromLanguageToLanguageWithEngine	give me translation of des fruits de mer to spanish from french with yandex	podaj mi tłumaczenie des fruits de mer do hiszpańskiego z francuskiego z yandex	0
10813	Translate	TranslateTextFromLanguageToLanguageWithEngine	give me translation of puede sugerir otro hotel from spanish to german with deepl	podaj mi tłumaczenie może sugerir otro hotel z hiszpańskiego na niemiecki z głową	0
10980	Translate	TranslateTextFromLanguageToLanguageWithEngine	do translation of quel est le taux de change to spanish from french with deepl	do tłumaczenia quel est le taux de change na hiszpański z francuskiego na głęboki	0
11391	Translate	TranslateTextFromLanguageToLanguageWithEngine	what english sentence club soda means in other languages	jakie znaczenie ma angielska decyzja club soda w innych językach	0
10657	Translate	TranslateTextFromLanguageToLanguageWithEngine	give me translation of gut danke to italian from german with yandex	podaj mi tłumaczenie słowa dziękczynienie na włoski z niemieckiego z yandex	0
10540	Translate	TranslateTextFromLanguageToLanguageWithEngine	show me translation of come ti chiami to english from italian with yandex	pokaż mi tłumaczenie come ti chiami na angielski z włoskich z yandex	0
10203	Translate	TranslateTextFromLanguageToLanguageWithEngine	translate ciao from italian to german with deepl	tłumacz ciao z włoskich na niemieckie z głębokiem	0
11306	Translate	TranslateTextFromLanguageToLanguageWithEngine	make translation of czerwone wino from polish to german with deepl	zrób tłumaczenie czerwonego wina z polskiego na niemiecki z deepl	0
10557	Translate	TranslateTextFromLanguageToLanguageWithEngine	show me translation of wyszukaj szukaj znajdź from polish to english with microsoft	pokaż mi tłumaczenie wyszukaj szukaj znajdź z języka polskiego na angielski z microsoftem	0
12758	Translate	TranslateTextToLanguage	how do i translate i'm sorry in german	jak tłumaczę przepraszam w języku niemieckim	0
12712	Translate	TranslateTextToLanguage	show me translation of red wine to spanish	pokaż mi tłumaczenie czerwonego wina na hiszpański	1
12747	Translate	TranslateTextToLanguage	the translation of stop thief to czech	tłumaczenie słowa stop thief w języku czeskim	0
12780	Translate	TranslateTextToLanguage	transfer excuse me to language czech	przenieś mi przeprosiny do języka czeskiego	0
12703	Translate	TranslateTextToLanguage	show me the translation of what is the exchange rate into czech	pokaż mi tłumaczenie kursu wymiany waluty na czeskie	0
12705	Translate	TranslateTextToLanguage	show me the translation of am i under arrest into german	pokaż mi tłumaczenie am który jest aresztowany na niemiecki	0
12696	Translate	TranslateTextToLanguage	translate do you ship overseas to finish	tłumaczenie czy dostarczasz poza granie by zakończyć	0
12721	Translate	TranslateTextToLanguage	give me the translation of salad into thai	podaj mi tłumaczenie salady na tajski	0
12777	Translate	TranslateTextToLanguage	say in spanish don't touch me	powiedz w hiszpańskim języku nie dotykaj mnie	1
12697	Translate	TranslateTextToLanguage	translate you're welcome to polish	tłumacz jesteś mile widziany na polski	0
12816	Translate	TranslateToLanguage	localize text to german	zlokalizuj tekst do języka niemieckiego	0
3671	Airconditioner	TurnOff	turn off the air conditioning	wyłącz klimatyzację	1
3685	Airconditioner	TurnOff	i want this aircon off	chcę wyłączyć ten samolot	0
3677	Airconditioner	TurnOff	shut down my aircon	wyłącz mój samolot	0
3681	Airconditioner	TurnOff	deactivate my aircon	dezaktywuj mój samolot	0
3675	Airconditioner	TurnOff	switch the cooling system off	wyłącz system chłodzenia	1
3684	Airconditioner	TurnOff	deactivate the hvac	dezaktywuj hvac	1
3673	Airconditioner	TurnOff	turn off my hvac	wyłącz moje hvac	0
3672	Airconditioner	TurnOff	turn off my cooling system	wyłącz mój system chłodzenia	0
3679	Airconditioner	TurnOff	shut down the cooling system	wyłącz system chłodzenia	1
3670	Airconditioner	TurnOff	turn off the aircon	wyłącz samolot	0
3696	Airconditioner	TurnOn	set my air conditioning on	włącz mój klimatyzator	1
3697	Airconditioner	TurnOn	set the cooling system on	włącz system chłodzenia	1
3692	Airconditioner	TurnOn	turn the cooling system on	włącz system chłodzenia	1
3699	Airconditioner	TurnOn	i want this aircon on	chcę włączyć ten samolot	0
3701	Airconditioner	TurnOn	i must this heating on	muszę włączyć to ogrzewanie	1
3695	Airconditioner	TurnOn	turn my ac on	włącz moje ac	1
3689	Airconditioner	TurnOn	turn on the hvac	włącz hvac	1
3691	Airconditioner	TurnOn	turn on my ac	włącz moje ac	1
3688	Airconditioner	TurnOn	turn on the cooling system	włącz system chłodzenia	1
3690	Airconditioner	TurnOn	turn on my heating	włącz moje ogrzewanie	1
8941	Speaker	TurnOnOrOff	turn off my speaker for me	wyłącz mój głośnik	0
8943	Speaker	TurnOnOrOff	switch on the speaker	włącz głośnik	1
8946	Speaker	TurnOnOrOff	connect my speaker	połącz mój głośnik	1
8940	Speaker	TurnOnOrOff	turn off my speaper for me	wyłącz mój głośnik	0
8947	Speaker	TurnOnOrOff	connect the speaker	połącz głośnik	1
8944	Speaker	TurnOnOrOff	switch off the speaker for me	wyłącz mój głośnik	0
8948	Speaker	TurnOnOrOff	play this on speaker	puść jakąś muzykę	0
8945	Speaker	TurnOnOrOff	disconnect the speaker	wyłącz połączenie z głośnikiem	0
8942	Speaker	TurnOnOrOff	turn off the speaker for me	wyłącz mój głośnik	0
12949	Twitter	UnfollowUser	remove debsa68 from twitter feed	usuń debsa68 z kanału twittera	0
12948	Twitter	UnfollowUser	lovelyariel is an idiot	lovelyariel jest idiotką	1
12950	Twitter	UnfollowUser	remove faeghena from my twitter	usuń faeghena z mojego twittera	1
12946	Twitter	UnfollowUser	stop spying on gezyka on twitter	przestań obserwować gezyka na twitterze	1
12947	Twitter	UnfollowUser	stop spying on iamluvnjordan on twitter	przestań obserwować iamluvnjordan na twitterze	1
12944	Twitter	UnfollowUser	stop following fmckinnon on twitter	przestań followować fmckinnon na twitterze	1
12945	Twitter	UnfollowUser	i don't want to see rootpot on twitter	nie chcę widzieć rootpot na twitterze	1
12951	Twitter	UnfollowUser	remove ppetru from my twitter	usuń piotra z mojego twittera	0
12943	Twitter	UnfollowUser	unfollow ramodejulio on twitter	nie obserwuj ramodejulio na twitterze	1
13110	Weather	WeatherInLocation	show me weather forecast for nisswa	pokaż mi prognoze pogody dla nisswa	1
13096	Weather	WeatherInLocation	what's the weather like in farmington falls	jaka jest pogoda w katowicach	0
13099	Weather	WeatherInLocation	what's the temperature like in cerro	jaka jest temperatura w cerro	1
13097	Weather	WeatherInLocation	what's the temperature in moose pass	jaka jest temperatura w pasku myszy	0
13105	Weather	WeatherInLocation	check what's the temperature in unalaska	sprawdź pogodę w okolicy	0
13107	Weather	WeatherInLocation	check what's the temperature like in lone grove	sprawdź pogodę w piekarniku	0
13106	Weather	WeatherInLocation	check what's the temperature like in hildale	sprawdź pogodę	0
13111	Weather	WeatherInLocation	give me weather forecast for scottsboro	pokaż mi prognozę pogody dla scottsboro	1
13117	Weather	WeatherInLocation	corantete mispheric conditions and law carney	corantete mispheric conditions i prawo carney	0
13113	Weather	WeatherInLocation	is it going to rain in sassamansville	czy będzie padać w krakowie	0
13187	Weather	WeatherTomorrow	show me temperature for tomorrow	pokaż pogodę na jutro	1
13194	Weather	WeatherTomorrow	what's the temperature tomeral like	jaka jest temperatura w pomorskim domu	0
13198	Weather	WeatherTomorrow	will there be a sun tomorrow evening	czy jutro będzie słońce	0
13202	Weather	WeatherTomorrow	will i need umbrella tomorrow	czy będę potrzebować jutroparasola	0
13197	Weather	WeatherTomorrow	will there be a rain tomorrow	czy jutro będzie padać	1
13185	Weather	WeatherTomorrow	show me weather for tomorrow	pokaż pogodę na jutro	1
13178	Weather	WeatherTomorrow	temperature tomorrow	pogodę na jutro	1
13192	Weather	WeatherTomorrow	what's the weather tommorow like	jaka jest pogoda tomorrow	0
13189	Weather	WeatherTomorrow	give me weather for tomorrow	podaj pogodę na jutro	1
13199	Weather	WeatherTomorrow	will there be a lot of sun tomorrow	czy jutro będzie dużo słońca	1
13166	Weather	WeatherTomorrowInLocation	will there be a sun tomorrow in stonewall	czy jutro będzie słońce w stonewall	1
13162	Weather	WeatherTomorrowInLocation	will there be a lot of sun tomorrow in oneill	czy jutro będzie trochę słońce w oneill	0
13152	Weather	WeatherTomorrowInLocation	tomorrow's temperature for smethport	jutro pogoda w katowicach	0
13173	Weather	WeatherTomorrowInLocation	will i need umbrella tomorrow in urich	czy będę potrzebowaćparasola na jutro	0
13168	Weather	WeatherTomorrowInLocation	will there be a lot of sun tomorrow in lyle city	czy jutro będzie dużo słońca w lyle city	1
13159	Weather	WeatherTomorrowInLocation	will there be a lot of sun tomorrow in biggsville city	czy jutro będzie trochę słońce w biggsville	0
13133	Weather	WeatherTomorrowInLocation	open temperature for tomorrow in killen	otwórz pogodę na jutro w killen	1
