id	domain	intent	src	src_bio	src_xml	translated-tgt_xml	translated-tgt_plain_post	eval_text_translation	eval_slot_translation
7385	Gdrive	ShowFilesWithStar	display my starred google drive files	o o o o o o	display my starred google drive files	wyświetl moje pliki z google drive oznaczone gwiazdką	wyświetl moje pliki z google drive oznaczone gwiazdką	0	1
7391	Gdrive	ShowFilesWithStar	download google cloud files with stars	o o o o o o	download google cloud files with stars	ściągnij pliki z google cloud z gwiazdkami	ściągnij pliki z google cloud z gwiazdkami	0	1
7390	Gdrive	ShowFilesWithStar	list the google drive files i starred	o o o o o o o	list the google drive files i starred	wymień moje pliki w google drive oznaczone gwiazdką	wymień moje pliki w google drive oznaczone gwiazdką	1	1
7392	Gdrive	ShowFilesWithStar	download my google drive files with stars	o o o o o o o	download my google drive files with stars	ściągnij moje pliki z google drive z gwiazdkami	ściągnij moje pliki z google drive z gwiazdkami	0	1
7384	Gdrive	ShowFilesWithStar	show the google drive files i starred	o o o o o o o	show the google drive files i starred	pokaż moje pliki w google drive oznaczone gwiazdką	pokaż moje pliki w google drive oznaczone gwiazdką	1	1
7386	Gdrive	ShowFilesWithStar	search for the google drive files i starred	o o o o o o o o	search for the google drive files i starred	szukam plików w google drive oznaczonych gwiazdką	szukam plików w google drive oznaczonych gwiazdką	1	1
7395	Gdrive	ShowFilesWithType	search for my wav files in google drive	o o o b-mime_type o o o o	search for my <a>wav<a> files in google drive	wyszukaj moje pliki w google drive z typem <a>wav<a>	wyszukaj moje pliki w google drive z typem wav	1	1
7396	Gdrive	ShowFilesWithType	show my flac files in google drive	o o b-mime_type o o o o	show my <a>flac<a> files in google drive	pokaż moje pliki w google drive z typem <a>flac<a>	pokaż moje pliki w google drive z typem flac	1	1
7401	Gdrive	ShowFilesWithType	download my google drive files of type jpeg	o o o o o o o b-mime_type	download my google drive files of type <a>jpeg<a>	pobierz moje pliki w google drive z typem <a>jpeg<a>	pobierz moje pliki w google drive z typem jpeg	1	1
7398	Gdrive	ShowFilesWithType	list my google drive files of type md5	o o o o o o o b-mime_type	list my google drive files of type <a>md5<a>	pokaż moje pliki w google drive z typem <a>md5<a>	pokaż moje pliki w google drive z typem md5	1	1
7394	Gdrive	ShowFilesWithType	search for my google drive files of type jar	o o o o o o o o b-mime_type	search for my google drive files of type <a>jar<a>	szukaj moje pliki w google drive z typem <a>jar<a>	szukaj moje pliki w google drive z typem jar	1	1
7393	Gdrive	ShowFilesWithType	find my jpeg files in google drive	o o b-mime_type o o o o	find my <a>jpeg<a> files in google drive	znajdź moje pliki w google drive z typem <a>jpeg<a>	znajdź moje pliki w google drive z typem jpeg	1	1
7399	Gdrive	ShowFilesWithType	list my py files in google drive	o o b-mime_type o o o o	list my <a>py<a> files in google drive	wymień moje pliki w google drive z typem <a>py<a>	wymień moje pliki w google drive z typem py	1	1
7400	Gdrive	ShowFilesWithType	download google cloud files of type txt	o o o o o o b-mime_type	download google cloud files of type <a>txt<a>	ściągnij pliki w google cloud z typem <a>txt<a>	ściągnij pliki w google cloud z typem txt	1	1
7397	Gdrive	ShowFilesWithType	display my docx files in google drive	o o b-mime_type o o o o	display my <a>docx<a> files in google drive	pokaż moje pliki na google drive z typem <a>docx<a>	pokaż moje pliki na google drive z typem docx	1	1
7402	Gdrive	ShowFilesWithType	download my google cloud files of type png	o o o o o o o b-mime_type	download my google cloud files of type <a>png<a>	pobieraj moje pliki w google cloud z typem <a>png<a>	pobieraj moje pliki w google cloud z typem png	1	1
7573	Instagram	ShowLastNumberPictures	show my 10 latest instagram pictures on my account	o o b-count o o o o o o	show my <a>10<a> latest instagram pictures on my account	pokaż mi moje najnowsze <a>10<a> zdjęć na moim koncie na instagramie	pokaż mi moje najnowsze 10 zdjęć na moim koncie na instagramie	1	1
7590	Instagram	ShowLastNumberPictures	list my 12 recent insta pictures	o o b-count o o o	list my <a>12<a> recent insta pictures	pokaż mi moje najnowsze <a>12<a> zdjęć na insta	pokaż mi moje najnowsze 12 zdjęć na insta	1	1
7575	Instagram	ShowLastNumberPictures	show my 2 latest insta pictures on my account	o o b-count o o o o o o	show my <a>2<a> latest insta pictures on my account	pokaż mi moje najnowsze <a>2<a> zdjęć na moim koncie na insta	pokaż mi moje najnowsze 2 zdjęć na moim koncie na insta	1	1
7602	Instagram	ShowLastNumberPictures	search for my 2 latest insta pictures on my account	o o o b-count o o o o o o	search for my <a>2<a> latest insta pictures on my account	poszukaj mi najnowszych <a>2<a> zdjęć na moim koncie na insta	poszukaj mi najnowszych 2 zdjęć na moim koncie na insta	1	1
7596	Instagram	ShowLastNumberPictures	find my 17 latest insta pictures on my account	o o b-count o o o o o o	find my <a>17<a> latest insta pictures on my account	znajdź mi moje najnowsze <a>17<a> zdjęć na moim koncie na insta	znajdź mi moje najnowsze 17 zdjęć na moim koncie na insta	1	1
7576	Instagram	ShowLastNumberPictures	show me my 16 recent instagram pictures	o o o b-count o o o	show me my <a>16<a> recent instagram pictures	pokaż mi moje najnowsze <a>16<a> zdjęć na instagramie	pokaż mi moje najnowsze 16 zdjęć na instagramie	1	1
7600	Instagram	ShowLastNumberPictures	search for my 10 latest instagram pictures on my account	o o o b-count o o o o o o	search for my <a>10<a> latest instagram pictures on my account	wyszukaj mi moje najnowsze <a>10<a> zdjęć na moim koncie na instagramie	wyszukaj mi moje najnowsze 10 zdjęć na moim koncie na instagramie	1	1
7579	Instagram	ShowLastNumberPictures	show me my 13 recent insta pictures on my account	o o o b-count o o o o o o	show me my <a>13<a> recent insta pictures on my account	pokaż mi moje najnowsze <a>13<a> zdjęć na moim koncie na insta	pokaż mi moje najnowsze 13 zdjęć na moim koncie na insta	1	1
7574	Instagram	ShowLastNumberPictures	show my 12 latest insta pictures	o o b-count o o o	show my <a>12<a> latest insta pictures	pokaż mi moje najnowsze <a>12<a> zdjęć na insta	pokaż mi moje najnowsze 12 zdjęć na insta	1	1
7584	Instagram	ShowLastNumberPictures	display my 17 recent insta pictures on my account	o o b-count o o o o o o	display my <a>17<a> recent insta pictures on my account	pokaż mi moje najnowsze <a>17<a> zdjęć na moim koncie na insta	pokaż mi moje najnowsze 17 zdjęć na moim koncie na insta	1	1
7403	Gdrive	ShowNewestFiles	show my newest google drive files	o o o o o o	show my newest google drive files	pokaż moje najnowsze pliki na google drive	pokaż moje najnowsze pliki na google drive	1	1
7404	Gdrive	ShowNewestFiles	show my google drive files that were created most recently	o o o o o o o o o o	show my google drive files that were created most recently	pokaż moje najnowsze pliki na google drive	pokaż moje najnowsze pliki na google drive	0	1
7406	Gdrive	ShowNewestFiles	display my google drive files that were created most recently	o o o o o o o o o o	display my google drive files that were created most recently	pokaż moje najnowsze pliki na google drive	pokaż moje najnowsze pliki na google drive	0	1
7410	Gdrive	ShowNewestFiles	list my newest google drive files	o o o o o o	list my newest google drive files	wymień moje najnowsze pliki na google drive	wymień moje najnowsze pliki na google drive	1	1
7411	Gdrive	ShowNewestFiles	list my google drive files that were created most recently	o o o o o o o o o o	list my google drive files that were created most recently	pokaż moje najnowsze pliki na google drive	pokaż moje najnowsze pliki na google drive	0	1
7409	Gdrive	ShowNewestFiles	sort my google drive files created most recently	o o o o o o o o	sort my google drive files created most recently	sortuj moje najnowsze pliki na google drive	sortuj moje najnowsze pliki na google drive	0	1
7413	Gdrive	ShowNewestFiles	filter my google drive files that were created most recently	o o o o o o o o o o	filter my google drive files that were created most recently	filtruj moje najnowsze pliki na google drive	filtruj moje najnowsze pliki na google drive	0	1
7412	Gdrive	ShowNewestFiles	find my google drive files that were created most recently	o o o o o o o o o o	find my google drive files that were created most recently	znajdź moje najnowsze pliki na google drive	znajdź moje najnowsze pliki na google drive	0	1
7408	Gdrive	ShowNewestFiles	sort my google files starting from created most recently	o o o o o o o o o	sort my google files starting from created most recently	sortuj moje pliki google zaczynające się od najnowszych utworzonych	sortuj moje pliki google zaczynające się od najnowszych utworzonych	1	1
7405	Gdrive	ShowNewestFiles	display my newest google drive files	o o o o o o	display my newest google drive files	wyświetl moje najnowsze pliki na google drive	wyświetl moje najnowsze pliki na google drive	1	1
8200	News	ShowNews	latest huffpost news	o b-portal o	latest <a>huffpost<a> news	najnowsze wiadomości <a>huffpost<a>	najnowsze wiadomości huffpost	1	1
8192	News	ShowNews	listen to the news from time	o o o o o b-portal	listen to the news from <a>time<a>	posłuchaj najnowszych wiadomości z <a>time<a>	posłuchaj najnowszych wiadomości z time	1	1
8201	News	ShowNews	get me the latest news from ny times	o o o o o o b-portal i-portal	get me the latest news from <a>ny times<a>	podaj mi najnowsze wiadomości z <a>gazety wyborczej<a>	podaj mi najnowsze wiadomości z gazety wyborczej	0	0
8206	News	ShowNews	today's news from new york times portal	o o o b-portal i-portal i-portal o	today's news from <a>new york times<a> portal	dzisiejsze wiadomości z portalu <a>new york times<a>	dzisiejsze wiadomości z portalu new york times	1	1
8187	News	ShowNews	read time magazine portal	o b-portal i-portal o	read <a>time magazine<a> portal	czytaj <a>time magazine<a>	czytaj time magazine	0	1
8205	News	ShowNews	what's new on huffington	o o o b-portal	what's new on <a>huffington<a>	co nowego w <a>huffington<a>	co nowego w huffington	1	1
8203	News	ShowNews	pull latest articles from time magazine	o o o o b-portal i-portal	pull latest articles from <a>time magazine<a>	ściągnij najnowsze artykuły z <a>time magazine<a>	ściągnij najnowsze artykuły z time magazine	1	1
8204	News	ShowNews	what's new according to huffington post portal	o o o o b-portal i-portal o	what's new according to <a>huffington post<a> portal	co nowego w portalu <a>huffington post<a>	co nowego w portalu huffington post	1	1
8194	News	ShowNews	tell me the news from huffington post	o o o o o b-portal i-portal	tell me the news from <a>huffington post<a>	podaj mi wiadomości z <a>do rzeczy<a>	podaj mi wiadomości z do rzeczy	0	0
8199	News	ShowNews	display the new information from fox news	o o o o o b-portal i-portal	display the new information from <a>fox news<a>	wyświetl informacje z <a>fox news<a>	wyświetl informacje z fox news	1	1
8166	News	ShowNewsFromSection	check the celebrity section of the huffington	o o b-section o o o b-portal	check the <a>celebrity<a> section of the <b>huffington<b>	sprawdź informacje z sekcji na <a>huffington<a>	sprawdź informacje z sekcji na huffington	0	0
8169	News	ShowNewsFromSection	check for me the new york times tech section	o o o o b-portal i-portal i-portal b-section o	check for me the <b>new york times<b> <a>tech<a> section	sprawdź informacje z sekcji <b>technologia<b> na <a>new york times<a>	sprawdź informacje z sekcji technologia na new york times	1	0
8157	News	ShowNewsFromSection	show me the wired celebrity section	o o o b-portal b-section o	show me the <b>wired<b> <a>celebrity<a> section	pokaż wiadomości z kategorii <b>gwiazdy<b> na <a>wired<a>	pokaż wiadomości z kategorii gwiazdy na wired	1	0
8167	News	ShowNewsFromSection	check the huffpost sport section	o o b-portal b-section o	check the <b>huffpost<b> <a>sport<a> section	sprawdź informacje z sekcji na <a>huffpost<a>	sprawdź informacje z sekcji na huffpost	0	0
8168	News	ShowNewsFromSection	check for me the politics section of the techcrunch	o o o o b-section o o o b-portal	check for me the <a>politics<a> section of the <b>techcrunch<b>	sprawdź informacje z sekcji na <a>techcrunch<a>	sprawdź informacje z sekcji na techcrunch	0	0
8158	News	ShowNewsFromSection	open for me the politics section of the ny times	o o o o b-section o o o b-portal i-portal	open for me the <a>politics<a> section of the <b>ny times<b>	otwórz informacje z sekcji na <a>ny times<a>	otwórz informacje z sekcji na ny times	0	0
8172	News	ShowNewsFromSection	tell me what's new on the new york times sport section	o o o o o o b-portal i-portal i-portal b-section o	tell me what's new on the <b>new york times<b> <a>sport<a> section	powiedz jakie są najnowsze wiadomości z <a>gazety wyborczej<a> z sekcji	powiedz jakie są najnowsze wiadomości z gazety wyborczej z sekcji	0	0
8165	News	ShowNewsFromSection	check for me the huffington post politics section	o o o o b-portal i-portal b-section o	check for me the <b>huffington post<b> <a>politics<a> section	sprawdź informacje z sekcji na <a>huffington post<a>	sprawdź informacje z sekcji na huffington post	0	0
8174	News	ShowNewsFromSection	i want to listen to the health section of the wired	o o o o o o b-section o o o b-portal	i want to listen to the <a>health<a> section of the <b>wired<b>	posłuchaj informacji z <a>wired<a> z sekcji	posłuchaj informacji z wired z sekcji	0	0
8184	News	ShowNewsFromSection	what's new in the health topic according to new york times	o o o o b-section o o o b-portal i-portal i-portal	what's new in the <a>health<a> topic according to <b>new york times<b>	co nowego w temacie <b>zdrowie<b> według <a>gazety wyborczej<a>	co nowego w temacie zdrowie według gazety wyborczej	0	0
7424	Gdrive	ShowOldestFiles	list least recently created google files	o o o o o o	list least recently created google files	wymień najstarsze pliki na google drive	wymień najstarsze pliki na google drive	1	1
7415	Gdrive	ShowOldestFiles	show my least recently created google drive files	o o o o o o o o	show my least recently created google drive files	pokaż moje najstarsze pliki na google drive	pokaż moje najstarsze pliki na google drive	1	1
7422	Gdrive	ShowOldestFiles	sort my google drive files starting most recent	o o o o o o o o	sort my google drive files starting most recent	sortuj moje pliki w google drive zaczynając od najnowszych	sortuj moje pliki w google drive zaczynając od najnowszych	1	1
